0,0.205894099,0.150354164,0.126086845,0.163000964,0.259361142,0.078000073,0.036543709,0.050886286,0.072083098,0.038601507,0.050151271,0.031496414,0.04257424,0.059791557,0.046467165,0.033419175,0.027964783,0.037690424,0,0.020895914,0,0,0.022882014,0,0,0,0.025324437,0.021474676,0.018977284,0.261278607,0.160996239,0.155538839,0.109523624,0.174333427
0.205894099,0,0.133034814,0.209355501,0.093381931,0.136881093,0.065823062,0.033175325,0.0467741,0.089138562,0.04287898,0.051877756,0.035530077,0.053526011,0.075846047,0.045782303,0.029306776,0.025144887,0.038035357,0,0.019004405,0,0,0.020891708,0,0,0,0.026667599,0.023972717,0.020545446,0.564541719,0.636682776,0.110676202,0.21221216,0.114147886
0.150354164,0.133034814,0,0.173059991,0.130000383,0.095784093,0.127788855,0.043938509,0.072086237,0.111762259,0.049534085,0.075058611,0.036940739,0.041476818,0.048496608,0.035655314,0.028763958,0.029993871,0.050285722,0,0.019717607,0,0,0.024030916,0.017566996,0,0,0.022249236,0.021929407,0.020646895,0.171652691,0.13275352,0.343918785,0.117842419,0.081115812
0.126086845,0.209355501,0.173059991,0,0.082073363,0.087882315,0.07503411,0.035675689,0.054000272,0.155054477,0.053814866,0.06720165,0.041918746,0.05453324,0.06224801,0.037662407,0.026419518,0.025575855,0.045486814,0,0.018092905,0,0,0.021103905,0,0,0,0.024277746,0.024965294,0.022337628,0.229947624,0.27848172,0.118277595,0.356937752,0.076504173
0.163000964,0.093381931,0.130000383,0.082073363,0,0.135095392,0.106514073,0.044514676,0.06120624,0.060154993,0.03610615,0.050842293,0.028766497,0.034058157,0.043901325,0.039894067,0.03670734,0.033622577,0.039522798,0,0.023152034,0.01760294,0,0.026587762,0.018193075,0,0,0.022432243,0.019217082,0.017820256,0.108333514,0.084821687,0.194527631,0.070288059,0.114267688
0.259361142,0.136881093,0.095784093,0.087882315,0.135095392,0,0.06314108,0.033579724,0.043820718,0.056911267,0.033703447,0.042089855,0.028396585,0.04026836,0.061538247,0.055132856,0.037289314,0.027159716,0.033039445,0.016942236,0.021864342,0.017375303,0,0.022483488,0,0,0.016956994,0.026898617,0.020674294,0.017878012,0.142082618,0.11274631,0.102741918,0.083314031,0.529435565
0.078000073,0.065823062,0.127788855,0.07503411,0.106514073,0.06314108,0,0.066857687,0.142529161,0.07243733,0.045972453,0.083631094,0.033181416,0.031710973,0.035247626,0.029439639,0.028591397,0.038416805,0.060984863,0,0.020954053,0,0.017149169,0.029078769,0.020361687,0,0,0.019146294,0.019253013,0.019427339,0.074428037,0.065152807,0.155455684,0.062029559,0.057024435
0.036543709,0.033175325,0.043938509,0.035675689,0.044514676,0.033579724,0.066857687,0,0.098228221,0.037341279,0.033699563,0.051049489,0.025752416,0.021843004,0.023081125,0.021081207,0.024323296,0.06710421,0.055643807,0,0.021384789,0,0.022804355,0.043862164,0.029057087,0,0,0,0,0.017058075,0.035234585,0.033012396,0.047101124,0.032439,0.032035462
0.050886286,0.0467741,0.072086237,0.054000272,0.06120624,0.043820718,0.142529161,0.098228221,0,0.060129934,0.048863814,0.100204525,0.033853788,0.027950918,0.029106339,0.02441524,0.024643111,0.041689608,0.088974011,0,0.019635033,0,0.018528276,0.0309929,0.02249978,0,0,0.017007512,0.018456222,0.019941529,0.050768026,0.047115729,0.075617737,0.047034862,0.040748185
0.072083098,0.089138562,0.111762259,0.155054477,0.060154993,0.056911267,0.07243733,0.037341279,0.060129934,0,0.082271856,0.101089649,0.055026951,0.051707069,0.048061286,0.030423915,0.02301641,0.025263109,0.059183225,0,0.01677245,0,0,0.02084809,0,0,0,0.021634928,0.02619024,0.025321458,0.093659947,0.100803328,0.085114272,0.130951914,0.051691943
0.038601507,0.04287898,0.049534085,0.053814866,0.03610615,0.033703447,0.045972453,0.033699563,0.048863814,0.082271856,0,0.095057937,0.1091949,0.039995885,0.032342711,0.022388023,0.018208042,0.022582973,0.076802835,0,0,0,0,0.019077075,0,0,0,0.01790516,0.02756185,0.033480007,0.043801041,0.04556551,0.044327388,0.051852843,0.031775747
0.050151271,0.051877756,0.075058611,0.06720165,0.050842293,0.042089855,0.083631094,0.051049489,0.100204525,0.101089649,0.095057937,0,0.051125185,0.034751303,0.032780869,0.024402487,0.021468984,0.029482258,0.140330247,0,0.01679675,0,0,0.023728701,0.018923573,0,0,0.017896879,0.02226169,0.024793387,0.055325836,0.054327535,0.067775137,0.058918539,0.038990344
0.031496414,0.035530077,0.036940739,0.041918746,0.028766497,0.028396585,0.033181416,0.025752416,0.033853788,0.055026951,0.1091949,0.051125185,0,0.043340393,0.031087066,0.020931403,0,0.018719089,0.045800601,0,0,0,0,0,0,0,0,0.018040224,0.035210017,0.046624187,0.03548773,0.037590806,0.033589063,0.042504607,0.027140555
